Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,from Open,Gap,Volume
PSO,2020-06-05,Pearson plc,Communication Services,Publishing,United Kingdom,5.29B,16.24,6.79,4.62%,600753,5.29B,16.24,14.70,-,1.11,1.00,-,25.68,-55.00%,-34.65%,6.60%,-4.30%,-3.10%,6.79,4.62%,600753,5.29B,778.40M,746.91M,1.90%,0.00%,1.60%,22.18%,0.13%,1.33,754.64K,6.79,4.62%,600753,17.07%,26.44%,-7.11%,-17.30%,-31.21%,-19.45%,2.55%,2.45%,3.00,754.64K,0.8,6.79,4.62%,600753,5.29B,3.53%,3.40%,6.10%,5.20%,1.90,1.70,0.36,0.39,52.00%,7.10%,6.80%,-,6.79,4.62%,600753,-0.02,0.22,18.59%,13.77%,-13.19%,-41.01%,33.66%,69.94,6.79,4.62%,0.30%,4.31%,600753
PSTG,2020-06-05,"Pure Storage, Inc.",Technology,Computer Hardware,USA,4.23B,-,16.81,-1.70%,2354163,4.23B,-,61.35,-,2.51,5.25,3.25,43.63,-3.40%,508.89%,4.30%,20.00%,56.60%,16.81,-1.70%,2354163,4.23B,259.43M,238.20M,3.70%,-2.09%,81.50%,-1.05%,5.87%,3.81,3.67M,16.81,-1.70%,2354163,-4.54%,22.34%,11.47%,6.39%,8.31%,-1.75%,3.69%,4.54%,2.00,3.67M,0.64,16.81,-1.70%,2354163,4.23B,-,-10.20%,-28.80%,-15.10%,3.10,3.00,0.57,0.57,69.70%,-12.80%,-13.20%,May 28/a,16.81,-1.70%,2354163,1.62,0.79,5.81%,19.51%,3.10%,-18.00%,111.98%,60.9,16.81,-1.70%,-3.94%,2.34%,2354163
PSTI,2020-06-05,Pluristem Therapeutics Inc.,Healthcare,Biotechnology,Israel,199.02M,-,7.72,-1.78%,684409,199.02M,-,-,-,8653.11,9.77,13.45,-,46.90%,20.80%,-46.50%,-,-,7.72,-1.78%,684409,199.02M,17.82M,22.74M,12.15%,0.00%,7.00%,25.27%,6.17%,0.6,2.33M,7.72,-1.78%,684409,-3.86%,-15.16%,130.45%,103.16%,34.05%,95.94%,5.99%,7.78%,1.70,2.33M,0.29,7.72,-1.78%,684409,199.02M,-,-107.80%,-165.80%,-,2.50,2.50,0.00,0.00,-,-,-,Mar 04,7.72,-1.78%,684409,2.62,0.75,-11.46%,-1.21%,62.63%,-41.91%,173.76%,47.97,7.72,-1.78%,-3.98%,2.29%,684409
PSTL,2020-06-05,"Postal Realty Trust, Inc.",Real Estate,REIT - Office,USA,137.28M,-,16.99,5.53%,30082,137.28M,-,158.79,-,12.15,1.80,10.98,-,-247.80%,92.30%,-,-,-,16.99,5.53%,30082,137.28M,5.16M,7.36M,14.50%,2.32%,58.50%,-1.11%,0.01%,0.09,10.96K,16.99,5.53%,30082,0.35%,6.19%,11.78%,8.29%,16.93%,0.24%,6.11%,6.67%,1.50,10.96K,2.75,16.99,5.53%,30082,137.28M,4.71%,-1.80%,-4.40%,-0.10%,-,-,1.17,1.17,77.00%,-0.90%,-13.30%,May 14/a,16.99,5.53%,30082,-,1.12,4.42%,7.96%,7.57%,-12.78%,56.73%,56.77,16.99,5.53%,3.35%,2.11%,30082
PSX,2020-06-05,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,38.31B,111.34,87.4,5.14%,3761631,38.31B,111.34,13.27,-,0.37,1.81,31.38,189.66,-42.10%,169.06%,-0.60%,-6.00%,-7.80%,87.4,5.14%,3761631,38.31B,441.35M,435.16M,0.30%,0.48%,70.10%,-3.48%,1.73%,1.58,4.77M,87.4,5.14%,3761631,11.68%,21.54%,26.12%,-22.36%,2.94%,-21.55%,2.80%,3.60%,1.70,4.77M,0.79,87.4,5.14%,3761631,38.31B,4.12%,0.60%,1.50%,4.40%,1.10,0.60,0.50,0.61,10.40%,-1.50%,0.40%,May 01/b,87.4,5.14%,3761631,1.61,3.65,13.33%,30.38%,-4.21%,-27.12%,118.28%,69.27,87.4,5.14%,0.73%,4.38%,3761631
PSXP,2020-06-05,Phillips 66 Partners LP,Energy,Oil & Gas Midstream,USA,10.77B,9.60,46.72,0.41%,430271,10.77B,9.60,11.52,3.25,9.83,5.07,117.07,56.39,21.60%,10.97%,27.10%,2.95%,15.30%,46.72,0.41%,430271,10.77B,228.31M,55.23M,74.44%,0.01%,24.50%,-6.97%,2.91%,1.89,850.58K,46.72,0.41%,430271,4.57%,10.84%,-4.20%,-16.08%,-5.39%,-24.21%,3.57%,4.65%,2.10,850.58K,0.51,46.72,0.41%,430271,10.77B,7.49%,12.20%,35.90%,8.90%,1.00,1.00,1.66,1.67,-,46.70%,76.90%,May 01/b,46.72,0.41%,430271,1.30,2.17,5.57%,12.39%,-10.38%,-28.37%,145.89%,62.12,46.72,0.41%,-2.65%,3.14%,430271
PTC,2020-06-05,PTC Inc.,Technology,Software - Application,USA,9.50B,258.46,83.74,4.34%,695447,9.50B,258.46,30.60,8.74,7.06,7.60,11.03,48.79,-169.60%,20.10%,-16.80%,29.56%,-1.50%,83.74,4.34%,695447,9.50B,115.61M,103.98M,0.90%,-3.99%,92.00%,0.22%,1.83%,1.75,1.09M,83.74,4.34%,695447,9.64%,18.93%,25.89%,11.62%,-3.90%,11.82%,3.06%,3.65%,2.60,1.09M,0.64,83.74,4.34%,695447,9.50B,-,1.20%,3.10%,0.80%,1.10,1.10,0.89,1.28,74.90%,10.10%,2.80%,Apr 29/a,83.74,4.34%,695447,1.19,2.82,15.97%,25.03%,18.58%,-10.28%,90.75%,77.47,83.74,4.34%,2.37%,1.92%,695447
PTCT,2020-06-05,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.12B,-,50.48,5.52%,804215,3.12B,-,-,-,9.71,5.96,5.24,-,-55.40%,56.50%,-7.50%,-9.51%,64.80%,50.48,5.52%,804215,3.12B,62.39M,60.82M,0.50%,-52.57%,99.32%,5.36%,7.34%,5.42,824.13K,50.48,5.52%,804215,-0.45%,4.69%,-8.32%,0.82%,25.26%,5.10%,5.31%,5.33%,2.00,824.13K,0.98,50.48,5.52%,804215,3.12B,-,-19.10%,-51.40%,-27.80%,3.20,3.10,0.56,0.60,95.70%,-82.40%,-90.80%,Apr 30/a,50.48,5.52%,804215,1.45,2.57,3.75%,5.62%,9.39%,-15.71%,63.94%,55.68,50.48,5.52%,4.32%,1.15%,804215
PTEN,2020-06-05,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,1.25B,-,5.79,11.99%,12326037,1.25B,-,-,-,0.57,0.46,8.23,4.95,-42.60%,-0.90%,-31.20%,-,-4.90%,5.79,11.99%,12326037,1.25B,190.67M,180.96M,3.20%,3.30%,-,0.48%,16.79%,3.69,8.23M,5.79,11.99%,12326037,56.91%,103.87%,34.65%,-37.74%,-46.29%,-44.86%,12.24%,11.09%,3.10,8.23M,1.5,5.79,11.99%,12326037,1.25B,1.38%,-18.40%,-29.10%,-9.40%,1.70,1.60,0.41,0.41,27.20%,-42.20%,-37.60%,Apr 23/b,5.79,11.99%,12326037,2.76,0.49,54.49%,94.54%,-15.98%,-53.27%,259.63%,75.9,5.79,11.99%,5.66%,6.00%,12326037
PTGX,2020-06-05,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,USA,553.08M,-,16.05,-1.05%,473169,553.08M,-,-,-,240.47,7.10,4.71,-,-71.30%,18.40%,-31.30%,-,-,16.05,-1.05%,473169,553.08M,27.70M,33.16M,1.50%,2.38%,78.00%,9.33%,3.86%,1.33,962.96K,16.05,-1.05%,473169,-2.90%,98.03%,97.90%,97.90%,50.56%,127.66%,7.86%,11.62%,1.60,962.96K,0.49,16.05,-1.05%,473169,553.08M,-,-56.10%,-103.20%,-88.90%,3.50,3.50,0.16,0.16,-,-,-,May 07/a,16.05,-1.05%,473169,1.31,1.35,2.66%,54.83%,61.74%,-10.03%,259.06%,64.26,16.05,-1.05%,-1.11%,0.06%,473169
PTI,2020-06-05,"Proteostasis Therapeutics, Inc.",Healthcare,Biotechnology,USA,78.16M,-,1.51,4.86%,1462029,78.16M,-,-,-,-,1.48,1.37,-,28.00%,1.00%,5.70%,-,-0.60%,1.51,4.86%,1462029,78.16M,52.15M,42.40M,17.86%,0.00%,22.00%,-2.02%,6.62%,2.62,1.07M,1.51,4.86%,1462029,15.27%,-5.03%,-1.95%,-46.07%,56.27%,-33.77%,9.42%,11.24%,2.00,1.07M,1.37,1.51,4.86%,1462029,78.16M,-,-61.10%,-81.60%,-98.00%,7.30,7.30,0.00,0.02,-,-,-,Jun 09/a,1.51,4.86%,1462029,1.21,0.18,-4.19%,5.20%,2.46%,-68.01%,147.54%,51.77,1.51,4.86%,-1.31%,6.25%,1462029
PTLA,2020-06-05,"Portola Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.40B,-,17.91,-0.06%,1542565,1.40B,-,-,-,11.56,19.47,3.85,-,23.40%,24.00%,-4.90%,-,64.70%,17.91,-0.06%,1542565,1.40B,78.17M,77.29M,0.60%,0.00%,-,-0.48%,14.40%,2.6,4.28M,17.91,-0.06%,1542565,-0.22%,0.62%,91.55%,-36.78%,-33.20%,-25.00%,0.39%,0.46%,2.30,4.28M,0.36,17.91,-0.06%,1542565,1.40B,-,-55.30%,-270.90%,-,4.90,4.80,4.67,4.79,78.90%,-,-,May 11/a,17.91,-0.06%,1542565,2.20,0.4,0.33%,52.12%,-8.97%,-43.55%,237.29%,85.04,17.91,-0.06%,-0.11%,0.06%,1542565
PTN,2020-06-05,"Palatin Technologies, Inc.",Healthcare,Biotechnology,USA,137.98M,4.07,0.59,-0.24%,2689642,137.98M,4.07,-,-,2.28,1.58,1.55,3.42,40.90%,37.50%,26.70%,-,-,0.59,-0.24%,2689642,137.98M,235.32M,221.62M,3.33%,0.00%,23.60%,-1.15%,8.34%,12.09,1.53M,0.59,-0.24%,2689642,15.49%,28.66%,8.91%,-28.05%,-53.91%,-25.16%,7.63%,7.12%,1.30,1.53M,1.76,0.59,-0.24%,2689642,137.98M,-,38.50%,39.60%,35.50%,26.70,26.70,0.00,0.00,-,-,61.40%,May 12/b,0.59,-0.24%,2689642,1.55,0.04,19.42%,26.29%,-14.10%,-67.11%,64.90%,71.35,0.59,-0.24%,-2.82%,2.66%,2689642
PTNR,2020-06-05,Partner Communications Company Ltd.,Communication Services,Telecom Services,Israel,720.72M,86.67,3.9,1.56%,7160,720.72M,86.67,-,43.33,0.78,1.45,2.23,6.35,-65.40%,-,-35.40%,2.00%,-6.00%,3.9,1.56%,7160,720.72M,181.23M,171.31M,46.10%,0.00%,1.80%,-2.15%,0.00%,0.01,12.69K,3.9,1.56%,7160,-4.88%,-3.94%,-15.22%,-15.03%,-21.21%,-10.55%,4.60%,7.91%,-,12.69K,0.56,3.9,1.56%,7160,720.72M,-,0.50%,1.80%,2.30%,1.30,1.20,1.11,1.40,17.30%,3.50%,0.80%,May 27/b,3.9,1.56%,7160,0.78,0.28,-4.38%,-1.08%,-8.03%,-39.63%,34.48%,46.48,3.9,1.56%,1.30%,0.26%,7160
PTON,2020-06-05,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,USA,13.13B,-,45.9,-4.14%,8218400,13.13B,-,-,-,9.10,8.50,9.16,-,-413.00%,12.60%,-,-6.10%,-,45.9,-4.14%,8218400,13.13B,280.88M,205.94M,2.50%,-59.71%,57.10%,40.25%,5.21%,1.07,10.02M,45.9,-4.14%,8218400,8.79%,20.69%,83.75%,39.26%,-,61.62%,7.02%,7.04%,1.80,10.02M,0.82,45.9,-4.14%,8218400,13.13B,-,-,-,37.60%,3.30,3.00,0.00,0.00,44.90%,-,-,May 06/a,45.9,-4.14%,8218400,-,3.14,2.28%,26.56%,53.37%,-7.61%,159.32%,58.86,45.9,-4.14%,1.57%,-5.62%,8218400
PTR,2020-06-05,PetroChina Company Limited,Energy,Oil & Gas Integrated,China,110.73B,10.60,37.03,4.49%,209767,110.73B,10.60,21.85,0.33,0.31,0.39,7.15,74.73,-13.90%,606.25%,-15.70%,32.20%,2.00%,37.03,4.49%,209767,110.73B,1.83B,210.99M,86.40%,0.00%,1.90%,-0.19%,0.31%,3.37,194.31K,37.03,4.49%,209767,6.41%,8.27%,-0.86%,-19.04%,-32.93%,-26.43%,1.63%,1.92%,3.00,194.31K,1.08,37.03,4.49%,209767,110.73B,6.29%,1.70%,3.70%,4.60%,0.70,0.40,0.37,0.52,32.50%,4.80%,1.80%,-,37.03,4.49%,209767,0.92,1.08,7.02%,5.05%,-16.12%,-34.75%,33.48%,58.92,37.03,4.49%,1.29%,3.16%,209767
PTSI,2020-06-05,"P.A.M. Transportation Services, Inc.",Industrials,Trucking,USA,188.10M,-,33.65,-0.09%,5199,188.10M,-,10.85,-,0.37,1.46,8.00,-,-65.50%,45.54%,-4.40%,20.00%,4.60%,33.65,-0.09%,5199,188.10M,5.75M,1.78M,17.70%,0.00%,26.00%,-1.76%,1.15%,2.91,7.02K,33.65,-0.09%,5199,-3.58%,-6.50%,-5.24%,-35.76%,-40.53%,-41.69%,6.80%,9.70%,-,7.02K,0.74,33.65,-0.09%,5199,188.10M,-,-0.30%,-1.20%,2.70%,0.80,0.80,1.43,1.88,74.50%,2.40%,-0.30%,Mar 04,33.65,-0.09%,5199,1.84,3.25,2.97%,-0.45%,-30.28%,-52.98%,52.95%,48.11,33.65,-0.09%,-7.30%,7.78%,5199
PTVCB,2020-06-05,Protective Insurance Corporation,Financial,Insurance - Property & Casualty,USA,228.72M,-,15.34,4.57%,18857,228.72M,-,12.27,-,0.49,0.71,2.56,3.43,122.10%,66.67%,-24.00%,8.00%,11.10%,15.34,4.57%,18857,228.72M,14.17M,9.55M,3.80%,0.00%,57.70%,-3.95%,1.24%,4.28,27.69K,15.34,4.57%,18857,11.00%,11.40%,7.80%,-6.06%,-11.74%,-4.66%,4.41%,5.68%,-,27.69K,0.68,15.34,4.57%,18857,228.72M,2.61%,-1.10%,-5.00%,1.90%,-,-,0.00,0.07,-,-4.30%,-3.80%,-,15.34,4.57%,18857,0.52,0.94,13.84%,12.74%,0.45%,-16.40%,49.95%,63.76,15.34,4.57%,0.39%,4.16%,18857
PTY,2020-06-05,PIMCO Corporate & Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA,1.54B,9.70,15.91,1.53%,581617,1.54B,9.70,-,-,10.97,1.07,-,-,-,-,-,-,-,15.91,1.53%,581617,1.54B,96.53M,-,-,-,9.00%,-,-,0.7,791.15K,15.91,1.53%,581617,6.56%,8.45%,-10.42%,-14.00%,-14.32%,-16.26%,1.51%,2.17%,-,791.15K,0.74,15.91,1.53%,581617,1.54B,9.81%,-,-,-,-,-,-,-,-,-,-,-,15.91,1.53%,581617,-,0.33,9.25%,14.00%,-6.98%,-19.36%,74.84%,74.88,15.91,1.53%,0.00%,1.53%,581617
PUB,2020-06-05,People's Utah Bancorp,Financial,Banks - Regional,USA,428.58M,10.25,24.01,4.12%,80872,428.58M,10.25,14.29,1.28,3.59,1.33,2.72,16.23,9.70%,-17.44%,21.70%,8.00%,15.40%,24.01,4.12%,80872,428.58M,18.89M,15.79M,0.40%,-57.02%,41.30%,-0.24%,0.90%,2.89,49.30K,24.01,4.12%,80872,-3.07%,21.75%,5.68%,-16.98%,-17.04%,-20.29%,7.82%,8.27%,2.70,49.30K,1.64,24.01,4.12%,80872,428.58M,2.33%,1.90%,13.60%,26.90%,-,-,0.00,0.00,-,87.40%,37.40%,Apr 23/b,24.01,4.12%,80872,0.89,1.85,13.31%,21.18%,-6.42%,-23.39%,77.20%,59.93,24.01,4.12%,-3.42%,7.81%,80872
PUK,2020-06-05,Prudential plc,Financial,Insurance - Life,United Kingdom,43.20B,21.34,32.07,8.23%,595857,43.20B,21.34,10.58,2.37,0.46,2.13,6.54,-,-32.70%,14.34%,-2.90%,9.00%,9.30%,32.07,8.23%,595857,43.20B,1.29B,1.29B,1.20%,0.00%,2.00%,2.55%,0.08%,1.05,963.05K,32.07,8.23%,595857,24.88%,19.22%,3.92%,-6.50%,-10.71%,-15.80%,2.45%,2.85%,1.00,963.05K,0.62,32.07,8.23%,595857,43.20B,2.87%,0.10%,4.10%,7.50%,-,-,0.39,0.42,-,2.20%,0.80%,-,32.07,8.23%,595857,1.48,1.35,18.83%,22.97%,1.54%,-17.97%,104.53%,68.76,32.07,8.23%,0.22%,8.00%,595857
PUMP,2020-06-05,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,643.82M,4.06,6.36,12.37%,3373899,643.82M,4.06,-,-,0.31,0.68,5.90,-,-131.80%,-32.00%,-,-10.90%,-,6.36,12.37%,3373899,643.82M,100.61M,73.47M,0.60%,0.00%,80.70%,-13.72%,4.69%,1.13,3.06M,6.36,12.37%,3373899,28.48%,63.92%,-8.09%,-28.46%,-65.73%,-43.47%,13.16%,9.55%,2.60,3.06M,1.1,6.36,12.37%,3373899,643.82M,-,14.50%,23.20%,20.90%,1.40,1.40,0.14,0.14,28.40%,13.30%,9.90%,Jun 01/a,6.36,12.37%,3373899,-,0.51,33.14%,60.11%,-18.13%,-70.87%,367.65%,70.05,6.36,12.37%,3.25%,8.83%,3373899
PUYI,2020-06-05,Puyi Inc.,Financial,Asset Management,China,384.81M,-,6.38,0.47%,2365,384.81M,-,-,-,-,-,-,-,-,-,-,-,-,6.38,0.47%,2365,384.81M,60.31M,7.49M,-,-,0.06%,-,0.63%,3.46,13.60K,6.38,0.47%,2365,3.27%,5.72%,7.41%,31.82%,5.11%,2.08%,2.58%,4.14%,-,13.60K,0.17,6.38,0.47%,2365,384.81M,-,-,-,-,-,-,-,-,-,-,-,Mar 26/a,6.38,0.47%,2365,-,0.24,2.01%,3.21%,8.09%,-56.89%,55.23%,53.72,6.38,0.47%,0.63%,-0.16%,2365
PVAC,2020-06-05,Penn Virginia Corporation,Energy,Oil & Gas E&P,USA,263.18M,0.95,16.99,16.13%,2917814,263.18M,0.95,-,0.09,0.58,0.38,4.76,-,-68.30%,-119.40%,22.40%,10.00%,-1.80%,16.99,16.13%,2917814,263.18M,15.15M,15.01M,1.10%,-36.89%,99.80%,-2.68%,21.78%,2.48,1.32M,16.99,16.13%,2917814,93.51%,227.99%,56.01%,-33.66%,-44.44%,-44.02%,17.92%,14.45%,2.30,1.32M,2.21,16.99,16.13%,2917814,263.18M,-,21.50%,49.90%,16.20%,1.60,1.60,0.87,0.87,79.00%,34.90%,59.60%,May 28/a,16.99,16.13%,2917814,3.95,1.38,108.56%,197.46%,-13.00%,-54.23%,1616.16%,89.03,16.99,16.13%,0.18%,15.93%,2917814
PVBC,2020-06-05,"Provident Bancorp, Inc.",Financial,Banks - Regional,USA,198.36M,17.14,9.41,5.97%,38667,198.36M,17.14,-,-,3.71,0.73,5.33,13.68,20.70%,0.00%,20.30%,-,17.20%,9.41,5.97%,38667,198.36M,18.12M,12.40M,0.20%,0.00%,39.20%,4.79%,0.54%,1.08,62.30K,9.41,5.97%,38667,10.45%,11.76%,-5.43%,-20.05%,-27.52%,-24.42%,4.21%,5.14%,3.00,62.30K,0.62,9.41,5.97%,38667,198.36M,1.28%,0.90%,5.40%,14.80%,-,-,0.00,0.00,-,71.70%,18.40%,-,9.41,5.97%,38667,0.98,0.49,9.13%,7.68%,-14.16%,-33.18%,23.84%,58.45,9.41,5.97%,2.84%,3.04%,38667
PVG,2020-06-05,Pretium Resources Inc.,Basic Materials,Gold,Canada,1.55B,36.43,8.38,-2.56%,1745247,1.55B,36.43,16.76,-,3.06,1.62,-,-,116.70%,733.30%,-,-,-,8.38,-2.56%,1745247,1.55B,185.52M,185.09M,1.66%,0.00%,74.21%,-,5.77%,4.1,2.61M,8.38,-2.56%,1745247,-3.90%,0.96%,10.12%,-19.35%,-8.71%,-24.71%,3.49%,4.54%,2.00,2.61M,0.67,8.38,-2.56%,1745247,1.55B,-,-,-,-,-,-,-,-,-,-,-,Apr 30/a,8.38,-2.56%,1745247,-,0.43,-3.42%,6.12%,-13.36%,-39.41%,106.91%,50.51,8.38,-2.56%,1.33%,-3.84%,1745247
PVH,2020-06-05,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,USA,4.85B,11.30,62.75,9.84%,2225519,4.85B,11.30,10.03,-,0.49,0.79,9.64,7.31,-40.10%,254.39%,1.20%,-4.84%,3.80%,62.75,9.84%,2225519,4.85B,73.00M,70.15M,1.10%,0.00%,-,-1.93%,5.94%,2.07,2.01M,62.75,9.84%,2225519,38.00%,47.65%,-9.29%,-35.54%,-28.60%,-40.32%,7.01%,7.34%,2.30,2.01M,1.11,62.75,9.84%,2225519,4.85B,-,3.00%,7.10%,6.20%,1.40,0.80,0.47,0.48,54.40%,5.60%,4.20%,Jun 11/a,62.75,9.84%,2225519,2.05,4.49,36.37%,43.33%,-17.61%,-41.93%,120.95%,68.25,62.75,9.84%,-0.14%,9.99%,2225519
PWFL,2020-06-05,"PowerFleet, Inc.",Technology,Communication Equipment,USA,159.91M,-,5.35,1.13%,359902,159.91M,-,22.29,-,1.61,1.98,-,-,-74.40%,233.30%,9.30%,30.00%,12.40%,5.35,1.13%,359902,159.91M,29.03M,25.50M,1.70%,-,50.00%,6.70%,1.73%,2.75,160.10K,5.35,1.13%,359902,13.83%,18.10%,-23.13%,-11.28%,2.88%,-17.82%,4.05%,6.30%,1.50,160.10K,2.25,5.35,1.13%,359902,159.91M,-,-10.20%,-26.40%,-8.50%,1.60,1.20,0.31,0.43,46.60%,-11.50%,-14.50%,May 14/b,5.35,1.13%,359902,1.98,0.29,14.48%,20.97%,-6.62%,-37.06%,109.80%,68.17,5.35,1.13%,-0.56%,1.70%,359902
PWOD,2020-06-05,"Penns Woods Bancorp, Inc.",Financial,Banks - Regional,USA,195.08M,13.33,27.75,10.12%,14012,195.08M,13.33,-,-,2.93,1.25,2.51,50.02,5.40%,-,1.70%,-,7.90%,27.75,10.12%,14012,195.08M,7.04M,6.77M,2.00%,23.59%,27.20%,-3.77%,0.31%,1.43,14.74K,27.75,10.12%,14012,29.31%,31.08%,-1.35%,-14.54%,0.08%,-21.96%,6.86%,5.83%,-,14.74K,0.95,27.75,10.12%,14012,195.08M,4.61%,0.90%,9.60%,27.20%,-,-,0.00,0.07,-,70.90%,22.30%,-,27.75,10.12%,14012,0.61,1.54,26.02%,26.50%,-2.65%,-23.49%,48.24%,71.77,27.75,10.12%,6.73%,3.17%,14012
PWR,2020-06-05,"Quanta Services, Inc.",Industrials,Engineering & Construction,USA,5.78B,19.57,42.39,3.34%,1950295,5.78B,19.57,11.12,2.24,0.48,1.62,15.33,10.50,46.40%,20.98%,17.30%,8.75%,9.30%,42.39,3.34%,1950295,5.78B,144.45M,135.80M,1.30%,-0.36%,98.30%,-1.66%,4.69%,3.5,1.82M,42.39,3.34%,1950295,14.78%,25.01%,10.85%,5.34%,14.91%,4.13%,3.06%,3.86%,1.50,1.82M,1.07,42.39,3.34%,1950295,5.78B,0.47%,3.80%,8.30%,7.20%,1.80,1.80,0.42,0.44,13.00%,4.30%,2.70%,May 07/b,42.39,3.34%,1950295,1.13,1.48,21.27%,25.08%,13.09%,-3.86%,78.33%,75.75,42.39,3.34%,0.95%,2.36%,1950295
PXD,2020-06-05,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,18.47B,26.41,110.89,7.09%,3091822,18.47B,26.41,57.22,1.54,1.96,1.51,22.36,6.18,-21.20%,65.22%,-8.90%,17.14%,17.50%,110.89,7.09%,3091822,18.47B,166.00M,163.30M,0.70%,-1.13%,91.90%,1.21%,3.68%,1.88,3.20M,110.89,7.09%,3091822,21.06%,35.51%,5.49%,-15.03%,-22.99%,-26.74%,4.30%,4.78%,1.80,3.20M,0.97,110.89,7.09%,3091822,18.47B,1.98%,3.70%,5.80%,8.30%,1.00,0.90,0.18,0.22,39.80%,13.80%,7.30%,May 06/a,110.89,7.09%,3091822,1.79,4.98,22.11%,34.32%,-5.24%,-30.26%,128.07%,74.84,110.89,7.09%,0.88%,6.15%,3091822
PXLW,2020-06-05,"Pixelworks, Inc.",Technology,Semiconductors,USA,148.72M,-,3.83,1.86%,277015,148.72M,-,1276.67,-,2.26,3.36,7.29,-,-120.40%,123.80%,11.30%,15.00%,2.40%,3.83,1.86%,277015,148.72M,38.87M,33.67M,5.40%,-0.34%,30.20%,13.24%,1.71%,1.54,374.38K,3.83,1.86%,277015,6.69%,9.12%,-6.13%,19.69%,32.07%,-2.30%,4.41%,4.86%,1.70,374.38K,0.74,3.83,1.86%,277015,148.72M,-,-21.50%,-30.30%,-28.60%,2.10,1.80,0.00,0.12,49.80%,-22.60%,-22.20%,Apr 30/a,3.83,1.86%,277015,2.35,0.21,7.07%,6.58%,5.62%,-26.77%,85.92%,58.65,3.83,1.86%,0.79%,1.06%,277015
PYN,2020-06-05,PIMCO New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,50.93M,8.33,8.9,0.00%,1943,50.93M,8.33,-,-,11.85,0.96,-,-,-,-,-,-,-,8.9,0.00%,1943,50.93M,5.72M,-,-,-,7.51%,-,-,0.27,18.74K,8.9,0.00%,1943,-6.41%,5.95%,-8.72%,-8.90%,-10.25%,-7.58%,2.95%,1.71%,-,18.74K,0.1,8.9,0.00%,1943,50.93M,4.83%,-,-,-,-,-,-,-,-,-,-,-,8.9,0.00%,1943,-,0.21,1.03%,4.43%,-5.13%,-16.74%,27.14%,53.93,8.9,0.00%,-1.55%,1.57%,1943
PYPL,2020-06-05,"PayPal Holdings, Inc.",Financial,Credit Services,USA,182.99B,98.73,156.0,0.91%,8385798,182.99B,98.73,38.10,5.53,10.02,11.46,17.96,42.10,19.90%,22.86%,43.20%,17.85%,17.20%,156.0,0.91%,8385798,182.99B,1.17B,1.17B,0.10%,-28.57%,86.50%,0.65%,1.07%,1.18,10.63M,156.0,0.91%,8385798,0.64%,21.58%,40.68%,48.57%,39.56%,44.22%,2.78%,3.27%,1.80,10.63M,0.79,156.0,0.91%,8385798,182.99B,-,3.70%,11.50%,10.00%,1.40,1.40,0.50,0.00,43.90%,14.20%,10.30%,May 06/a,156.0,0.91%,8385798,1.16,5.24,4.99%,25.00%,39.52%,-2.18%,90.08%,70.46,156.0,0.91%,1.97%,-1.05%,8385798
PZC,2020-06-05,PIMCO California Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,221.60M,7.99,9.92,-0.20%,36371,221.60M,7.99,-,-,12.95,0.97,-,-,-,-,-,-,-,9.92,-0.20%,36371,221.60M,22.34M,-,-,-,5.31%,-,-,0.36,71.69K,9.92,-0.20%,36371,0.00%,2.99%,-13.21%,-12.21%,-10.06%,-13.06%,1.47%,1.60%,-,71.69K,0.51,9.92,-0.20%,36371,221.60M,4.64%,-,-,-,-,-,-,-,-,-,-,-,9.92,-0.20%,36371,-,0.16,1.97%,2.97%,-7.89%,-14.78%,39.13%,59.33,9.92,-0.20%,-0.10%,-0.10%,36371
