Ticker,Company,Sector,Industry,Country
JPN,Xtrackers Japan JPX-Nikkei 400 Equity ETF,Financial,Exchange Traded Fund,USA
JPNL,Direxion Daily Japan Bull 3X Shares,Financial,Exchange Traded Fund,USA
JPS,Nuveen Preferred Securities Income Fund,Financial,Closed-End Fund - Debt,USA
JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,USA
JPST,JPMorgan Ultra-Short Income ETF,Financial,Exchange Traded Fund,USA
JPUS,JPMorgan Diversified Return U.S. Equity ETF,Financial,Exchange Traded Fund,USA
JPXN,iShares JPX-Nikkei 400 ETF,Financial,Exchange Traded Fund,USA
JQC,Nuveen Credit Strategies Income Fund,Financial,Closed-End Fund - Debt,USA
JQUA,JPMorgan U.S. Quality Factor ETF,Financial,Exchange Traded Fund,USA
JRI,Nuveen Real Asset Income and Growth Fund,Financial,Closed-End Fund - Equity,USA
JRJC,China Finance Online Co. Limited,Financial,Capital Markets,China
JRO,Nuveen Floating Rate Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA
JRS,Nuveen Real Estate Income Fund,Financial,Asset Management,USA
JRSH,"Jerash Holdings (US), Inc.",Consumer Cyclical,Apparel Manufacturing,USA
JRVR,"James River Group Holdings, Ltd.",Financial,Insurance - Specialty,Bermuda
JSD,Nuveen Short Duration Credit Opportunities Fund,Financial,Asset Management,USA
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA
JSML,Janus Henderson Small Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA
JT,Jianpu Technology Inc.,Financial,Credit Services,China
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Financial,Closed-End Fund - Equity,USA
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,Financial,Closed-End Fund - Equity,USA
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA
JVA,"Coffee Holding Co., Inc.",Consumer Defensive,Packaged Foods,USA
JVAL,JPMorgan U.S. Value Factor ETF,Financial,Exchange Traded Fund,USA
JW-A,"John Wiley & Sons, Inc.",Communication Services,Publishing,USA
JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,USA
JXI,iShares Global Utilities ETF,Financial,Exchange Traded Fund,USA
JYNT,The Joint Corp.,Healthcare,Medical Care Facilities,USA
K,Kellogg Company,Consumer Defensive,Packaged Foods,USA
KAI,Kadant Inc.,Industrials,Specialty Industrial Machinery,USA
KALA,"Kala Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
KALL,KraneShares MSCI All China Index ETF,Financial,Exchange Traded Fund,USA
KALU,Kaiser Aluminum Corporation,Basic Materials,Aluminum,USA
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
KAMN,Kaman Corporation,Industrials,Aerospace & Defense,USA
KAPR,Innovator Russell 2000 Power Buffer ETF - April,Financial,Exchange Traded Fund,USA
KAR,"KAR Auction Services, Inc.",Consumer Cyclical,Specialty Retail,USA
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Financial,Exchange Traded Fund,USA
KB,KB Financial Group Inc.,Financial,Banks - Regional,South Korea
KBA,KraneShares Bosera MSCI China A ETF,Financial,Exchange Traded Fund,USA
KBAL,"Kimball International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
KBE,SPDR S&P Bank ETF,Financial,Exchange Traded Fund,USA
KBH,KB Home,Consumer Cyclical,Residential Construction,USA
KBR,"KBR, Inc.",Industrials,Engineering & Construction,USA
KBSF,KBS Fashion Group Limited,Consumer Cyclical,Apparel Manufacturing,China
KBWB,Invesco KBW Bank ETF,Financial,Exchange Traded Fund,USA
KBWD,Invesco KBW High Dividend Yield Financial ETF,Financial,Exchange Traded Fund,USA
KBWP,Invesco KBW Property & Casualty Insurance ETF,Financial,Exchange Traded Fund,USA
KBWR,Invesco KBW Regional Banking ETF,Financial,Exchange Traded Fund,USA
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Financial,Exchange Traded Fund,USA
KC,Kingsoft Cloud Holdings Limited,Technology,Software - Application,Cayman Islands
KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,Financial,Exchange Traded Fund,USA
KCE,SPDR S&P Capital Markets ETF,Financial,Exchange Traded Fund,USA
KCNY,KraneShares E Fund China Commercial Paper ETF,Financial,Exchange Traded Fund,USA
KDFI,KFA Dynamic Fixed Income ETF,Financial,Exchange Traded Fund,USA
KDMN,"Kadmon Holdings, Inc.",Healthcare,Biotechnology,USA
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,USA
KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment & Parts,USA
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,USA
KELYB,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,USA
KEM,KEMET Corporation,Technology,Electronic Components,USA
KEMQ,KraneShares FTSE Emerging Markets Consumer Technology Index ETF,Financial,Exchange Traded Fund,USA
KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Financial,Exchange Traded Fund,USA
KEN,Kenon Holdings Ltd.,Utilities,Utilities - Regulated Electric,Singapore
KEP,Korea Electric Power Corporation,Utilities,Utilities - Regulated Electric,South Korea
KEQU,Kewaunee Scientific Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
KERN,Akerna Corp.,Healthcare,Health Information Services,USA
KEX,Kirby Corporation,Industrials,Marine Shipping,USA
KEY,KeyCorp,Financial,Banks - Regional,USA
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA
KF,"The Korea Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
KFFB,Kentucky First Federal Bancorp,Financial,Banks - Regional,USA
KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA
KFS,Kingsway Financial Services Inc.,Consumer Cyclical,Auto & Truck Dealerships,Canada
KFY,Korn Ferry,Industrials,Staffing & Employment Services,USA
KFYP,KraneShares CICC China Leaders 100 Index ETF,Financial,Exchange Traded Fund,USA
KGC,Kinross Gold Corporation,Basic Materials,Gold,Canada
KGJI,"Kingold Jewelry, Inc.",Consumer Cyclical,Luxury Goods,China
KGRN,KraneShares MSCI China Environment Index ETF,Financial,Exchange Traded Fund,USA
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,USA
KIDS,OrthoPediatrics Corp.,Healthcare,Medical Devices,USA
KIE,SPDR S&P Insurance ETF,Financial,Exchange Traded Fund,USA
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA
KIN,"Kindred Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
KINS,"Kingstone Companies, Inc.",Financial,Insurance - Property & Casualty,USA
KIO,KKR Income Opportunities Fund,Financial,Closed-End Fund - Debt,USA
KIQ,Kelso Technologies Inc.,Industrials,Railroads,Canada
KIRK,"Kirkland's, Inc.",Consumer Cyclical,Specialty Retail,USA
KJAN,Innovator Russell 2000 Power Buffer ETF January,Financial,Exchange Traded Fund,USA
KKR,KKR & Co. Inc.,Financial,Asset Management,USA
KL,Kirkland Lake Gold Ltd.,Basic Materials,Gold,Canada
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,USA
KLCD,KFA Large Cap Quality Dividend Index ETF,Financial,Exchange Traded Fund,USA
KLDO,"Kaleido Biosciences, Inc.",Healthcare,Biotechnology,USA
KLDW,Knowledge Leaders Developed World ETF,Financial,Exchange Traded Fund,USA
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,Singapore
KLR,"Kaleyra, Inc.",Communication Services,Telecom Services,Italy
KLXE,"KLX Energy Services Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,USA
KMDA,Kamada Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel
KMED,KraneShares Emerging Markets Healthcare Index ETF,Financial,Exchange Traded Fund,USA
KMF,"Kayne Anderson Midstream/Energy Fund, Inc.",Financial,Closed-End Fund - Equity,USA
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,USA
KMPR,Kemper Corporation,Financial,Insurance - Property & Casualty,USA
KMT,Kennametal Inc.,Industrials,Tools & Accessories,USA
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
KN,Knowles Corporation,Technology,Communication Equipment,USA
KNDI,"Kandi Technologies Group, Inc.",Consumer Cyclical,Auto Manufacturers,China
KNG,CBOE Vest S&P 500 Dividend Aristocrats Target Income Index ETF,Financial,Exchange Traded Fund,USA
KNL,"Knoll, Inc.",Industrials,Business Equipment & Supplies,USA
KNOP,KNOT Offshore Partners LP,Industrials,Marine Shipping,United Kingdom
KNOW,Direxion All Cap Insider Sentiment Shares,Financial,Exchange Traded Fund,USA
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,Bermuda
KNSL,"Kinsale Capital Group, Inc.",Financial,Insurance - Property & Casualty,USA
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,USA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,USA
KOCT,Innovator Russell 2000 Power Buffer ETF,Financial,Exchange Traded Fund,USA
KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,USA
KODK,Eastman Kodak Company,Industrials,Specialty Business Services,USA
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Beverages - Non-Alcoholic,Mexico
KOIN,Innovation Shares NextGen Protocol ETF,Financial,Exchange Traded Fund,USA
KOKU,Xtrackers MSCI Kokusai Equity ETF,Financial,Exchange Traded Fund,USA
KOL,VanEck Vectors Coal ETF,Financial,Exchange Traded Fund,USA
KOLD,ProShares UltraShort Bloomberg Natural Gas,Financial,Exchange Traded Fund,USA
KOMP,SPDR S&P Kensho New Economies Composite ETF,Financial,Exchange Traded Fund,USA
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,USA
KOPN,Kopin Corporation,Technology,Electronic Components,USA
KORP,American Century Diversified Corporate Bond ETF,Financial,Exchange Traded Fund,USA
KORU,Direxion Daily South Korea Bull 3X Shares,Financial,Exchange Traded Fund,USA
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA
KOSS,Koss Corporation,Technology,Consumer Electronics,USA
KPTI,Karyopharm Therapeutics Inc.,Healthcare,Biotechnology,USA
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,USA
KRA,Kraton Corporation,Basic Materials,Specialty Chemicals,USA
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,USA
KRE,SPDR S&P Regional Banking ETF,Financial,Exchange Traded Fund,USA
KREF,KKR Real Estate Finance Trust Inc.,Real Estate,REIT - Mortgage,USA
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA
KRKR,36Kr Holdings Inc.,Communication Services,Internet Content & Information,China
KRMA,Global X Conscious Companies ETF,Financial,Exchange Traded Fund,USA
KRMD,"Repro Med Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA
KRNT,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,Israel
KRNY,Kearny Financial Corp.,Financial,Banks - Regional,USA
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,USA
KRP,"Kimbell Royalty Partners, LP",Energy,Oil & Gas E&P,USA
KRTX,"Karuna Therapeutics, Inc.",Healthcare,Biotechnology,USA
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,USA
KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology,USA
KSA,iShares MSCI Saudi Arabia ETF,Financial,Exchange Traded Fund,USA
KSCD,KFA Small Cap Quality Dividend Index ETF,Financial,Exchange Traded Fund,USA
KSM,DWS Strategic Municipal Income Trust,Financial,Closed-End Fund - Debt,USA
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,USA
KSU,Kansas City Southern,Industrials,Railroads,USA
KT,KT Corporation,Communication Services,Telecom Services,South Korea
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
KTCC,Key Tronic Corporation,Technology,Computer Hardware,USA
KTF,DWS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,USA
KTOV,Kitov Pharma Ltd,Healthcare,Biotechnology,Israel
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,USA
KURE,KraneShares MSCI All China Health Care Index ETF,Financial,Exchange Traded Fund,USA
KVHI,"KVH Industries, Inc.",Technology,Communication Equipment,USA
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,USA
KWEB,KraneShares CSI China Internet ETF,Financial,Exchange Traded Fund,USA
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,USA
KXI,iShares Global Consumer Staples ETF,Financial,Exchange Traded Fund,USA
KXIN,Kaixin Auto Holdings,Financial,Shell Companies,China
KYN,Kayne Anderson MLP/Midstream Investment Company,Financial,Closed-End Fund - Equity,USA
KZIA,Kazia Therapeutics Limited,Healthcare,Biotechnology,Australia
KZR,"Kezar Life Sciences, Inc.",Healthcare,Biotechnology,USA
L,Loews Corporation,Financial,Insurance - Property & Casualty,USA
LABD,Direxion Daily S&P Biotech Bear 3X Shares,Financial,Exchange Traded Fund,USA
LABU,Direxion Daily S&P Biotech Bull 3X Shares,Financial,Exchange Traded Fund,USA
LAC,Lithium Americas Corp.,Basic Materials,Other Industrial Metals & Mining,Canada
LACK,Direxion Daily Cnsmr Staples Bear 3XShrs,Financial,Exchange Traded Fund,USA
LACQ,Leisure Acquisition Corp.,Financial,Shell Companies,USA
LAD,"Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
LADR,Ladder Capital Corp,Real Estate,REIT - Mortgage,USA
LAIX,LAIX Inc.,Consumer Defensive,Education & Training Services,China
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
LAMR,Lamar Advertising Company (REIT),Real Estate,REIT - Specialty,USA
LANC,Lancaster Colony Corporation,Consumer Defensive,Packaged Foods,USA
LAND,Gladstone Land Corporation,Real Estate,REIT - Industrial,USA
LANDP,Gladstone Land Corporation,Real Estate,REIT - Industrial,USA
LARK,"Landmark Bancorp, Inc.",Financial,Banks - Regional,USA
LASR,"nLIGHT, Inc.",Technology,Semiconductors,USA
LATN,Union Acquisition Corp. II,Financial,Shell Companies,USA
LAUR,"Laureate Education, Inc.",Consumer Defensive,Education & Training Services,USA
LAWS,"Lawson Products, Inc.",Industrials,Industrial Distribution,USA
LAZ,Lazard Ltd,Financial,Capital Markets,Bermuda
LAZY,"Lazydays Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
LB,"L Brands, Inc.",Consumer Cyclical,Apparel Retail,USA
LBAI,"Lakeland Bancorp, Inc.",Financial,Banks - Regional,USA
LBC,Luther Burbank Corporation,Financial,Banks - Regional,USA
LBJ,Direxion Daily Latin America Bull 3X Shares,Financial,Exchange Traded Fund,USA
LBRDA,Liberty Broadband Corporation,Communication Services,Entertainment,USA
LBRDK,Liberty Broadband Corporation,Communication Services,Entertainment,USA
LBRT,Liberty Oilfield Services Inc.,Energy,Oil & Gas Equipment & Services,USA
LBTYA,Liberty Global plc,Communication Services,Entertainment,United Kingdom
LBTYK,Liberty Global plc,Communication Services,Entertainment,United Kingdom
LBY,Libbey Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
LC,LendingClub Corporation,Financial,Credit Services,USA
LCA,"Landcadia Holdings II, Inc.",Financial,Shell Companies,USA
LCI,"Lannett Company, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles,USA
LCNB,LCNB Corp.,Financial,Banks - Regional,USA
LCR,Leuthold Core ETF,Financial,Exchange Traded Fund,USA
LCTX,"Lineage Cell Therapeutics, Inc.",Healthcare,Biotechnology,USA
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
LD,iPath Bloomberg Lead Subindex Total Return(SM) ETN,Financial,Exchange Traded Fund,USA
LDEM,iShares ESG MSCI EM Leaders ETF,Financial,Exchange Traded Fund,USA
LDL,"Lydall, Inc.",Industrials,Specialty Industrial Machinery,USA
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
LDRS,Innovator IBD ETF Leaders ETF,Financial,Exchange Traded Fund,USA
LDSF,First Trust Low Duration Strategic Focus ETF,Financial,Exchange Traded Fund,USA
LDUR,PIMCO Enhanced Low Duration Active ETF,Financial,Exchange Traded Fund,USA
LE,"Lands' End, Inc.",Consumer Cyclical,Specialty Retail,USA
LEA,Lear Corporation,Consumer Cyclical,Auto Parts,USA
LEAD,Reality Shares Divcon Leaders Dividend ETF,Financial,Exchange Traded Fund,USA
LEAF,Leaf Group Ltd.,Communication Services,Internet Content & Information,USA
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,USA
LEDS,SemiLEDs Corporation,Technology,Semiconductors,Taiwan
LEE,"Lee Enterprises, Incorporated",Communication Services,Publishing,USA
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Financial,Exchange Traded Fund,USA
LEJU,Leju Holdings Limited,Real Estate,Real Estate Services,China
LEMB,iShares J.P. Morgan EM Local Currency Bond ETF,Financial,Exchange Traded Fund,USA
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,USA
LEN-B,Lennar Corporation,Consumer Cyclical,Residential Construction,USA
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crowdfunding ETF,Financial,Exchange Traded Fund,USA
LEO,"BNY Mellon Strategic Municipals, Inc.",Financial,Closed-End Fund - Debt,USA
LEU,Centrus Energy Corp.,Energy,Uranium,USA
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,USA
LFAC,LF Capital Acquisition Corp.,Financial,Shell Companies,USA
LFC,China Life Insurance Company Limited,Financial,Insurance - Life,China
LFEQ,VanEck Vectors Long/Flat Trend ETF,Financial,Exchange Traded Fund,USA
LFUS,"Littelfuse, Inc.",Technology,Electronic Components,USA
LFVN,LifeVantage Corporation,Consumer Defensive,Household & Personal Products,USA
LGC,Legacy Acquisition Corp.,Financial,Shell Companies,USA
LGF-A,Lions Gate Entertainment Corp.,Communication Services,Entertainment,USA
LGF-B,Lions Gate Entertainment Corp.,Communication Services,Entertainment,USA
LGH,HCM Defender 500 Index ETF,Financial,Exchange Traded Fund,USA
LGI,"Lazard Global Total Return and Income Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
LGIH,"LGI Homes, Inc.",Consumer Cyclical,Residential Construction,USA
LGL,"The LGL Group, Inc.",Technology,Electronic Components,USA
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Financial,Exchange Traded Fund,USA
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA
LGOV,First Trust Long Duration Opportunities ETF,Financial,Exchange Traded Fund,USA
LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,USA
LHC,Leo Holdings Corp.,Financial,Shell Companies,United Kingdom
LHCG,"LHC Group, Inc.",Healthcare,Medical Care Facilities,USA
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,USA
LIFE,"aTyr Pharma, Inc.",Healthcare,Biotechnology,USA
LII,Lennox International Inc.,Industrials,Specialty Industrial Machinery,USA
LILA,Liberty Latin America Ltd.,Communication Services,Telecom Services,USA
LILAK,Liberty Latin America Ltd.,Communication Services,Telecom Services,USA
LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom
LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,USA
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,Travel Services,USA
LINX,Linx S.A.,Technology,Software - Application,Brazil
LIQT,"LiqTech International, Inc.",Industrials,Pollution & Treatment Controls,Denmark
LIT,Global X Lithium & Battery Tech ETF,Financial,Exchange Traded Fund,USA
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Cyclical,Internet Retail,China
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA
LIVE,Live Ventures Incorporated,Consumer Cyclical,Specialty Retail,USA
LIVN,LivaNova PLC,Healthcare,Medical Devices,United Kingdom
LIVX,"LiveXLive Media, Inc.",Communication Services,Entertainment,USA
LIZI,Lizhi Inc.,Communication Services,Internet Content & Information,China
LJPC,La Jolla Pharmaceutical Company,Healthcare,Biotechnology,USA
LK,Luckin Coffee Inc.,Consumer Cyclical,Restaurants,China
LKCO,Luokung Technology Corp.,Communication Services,Internet Content & Information,China
LKFN,Lakeland Financial Corporation,Financial,Banks - Regional,USA
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,Financial,Exchange Traded Fund,USA
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA
LL,"Lumber Liquidators Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,USA
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas E&P,USA
LLIT,Lianluo Smart Limited,Healthcare,Medical Devices,China
LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,USA
LM,"Legg Mason, Inc.",Financial,Asset Management,USA
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,USA
LMB,"Limbach Holdings, Inc.",Industrials,Engineering & Construction,USA
LMBS,First Trust Low Duration Opportunities ETF,Financial,Exchange Traded Fund,USA
LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA
LMHA,"Legg Mason, Inc.",Financial,Exchange Traded Fund,USA
LMHB,"Legg Mason, Inc. JR SUB NT 56",Financial,Exchange Traded Fund,USA
LMLB,ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN B,Financial,Exchange Traded Fund,USA
LMNL,Liminal BioSciences Inc.,Healthcare,Biotechnology,Canada
LMNR,Limoneira Company,Consumer Defensive,Farm Products,USA
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,USA
LMPX,"LMP Automotive Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
LMRK,Landmark Infrastructure Partners LP,Real Estate,Real Estate Services,USA
LMRKN,Landmark Infrastructure Partners LP,Real Estate,Real Estate Services,USA
LMRKO,Landmark Infrastructure Partners LP,Real Estate,Real Estate Services,USA
LMRKP,Landmark Infrastructure Partners LP,Real Estate,Real Estate Services,USA
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,USA
LN,LINE Corporation,Communication Services,Internet Content & Information,Japan
LNC,Lincoln National Corporation,Financial,Insurance - Life,USA
LND,Brasilagro - Cia Bras de Prop Agricolas ADR,Consumer Defensive,Farm Products,Brazil
LNDC,Landec Corporation,Consumer Defensive,Packaged Foods,USA
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA
LNGR,Global X Longevity Thematic ETF,Financial,Exchange Traded Fund,USA
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,USA
LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA
LOAN,"Manhattan Bridge Capital, Inc.",Real Estate,REIT - Mortgage,USA
LOB,"Live Oak Bancshares, Inc.",Financial,Banks - Regional,USA
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,USA
LODE,Comstock Mining Inc.,Real Estate,Real Estate Services,USA
LOGC,"LogicBio Therapeutics, Inc.",Healthcare,Biotechnology,USA
LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland
LOGM,"LogMeIn, Inc.",Technology,Software - Application,USA
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Basic Materials,Building Materials,Argentina
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas E&P,USA
LOOP,"Loop Industries, Inc.",Basic Materials,Specialty Chemicals,Canada
LOPE,"Grand Canyon Education, Inc.",Consumer Defensive,Education & Training Services,USA
LORL,Loral Space & Communications Inc.,Communication Services,Telecom Services,USA
LOUP,Innovator Loup Frontier Tech ETF,Financial,Exchange Traded Fund,USA
LOV,Spark Networks SE,Communication Services,Internet Content & Information,Germany
LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA
LOWC,SPDR MSCI ACWI Low Carbon Target ETF,Financial,Exchange Traded Fund,USA
LPCN,Lipocine Inc.,Healthcare,Biotechnology,USA
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Midstream,USA
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA
LPL,"LG Display Co., Ltd.",Technology,Consumer Electronics,South Korea
LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA
LPSN,"LivePerson, Inc.",Technology,Software - Application,USA
LPTH,"LightPath Technologies, Inc.",Technology,Electronic Components,USA
LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA
LQDA,"Liquidia Technologies, Inc.",Healthcare,Biotechnology,USA
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,Financial,Exchange Traded Fund,USA
LQDI,iShares Inflation Hedged Corporate Bond ETF,Financial,Exchange Traded Fund,USA
LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,USA
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA
LRGE,ClearBridge Large Cap Growth ESG ETF,Financial,Exchange Traded Fund,USA
LRGF,iShares Edge MSCI Multifactor USA ETF,Financial,Exchange Traded Fund,USA
LRN,K12 Inc.,Consumer Defensive,Education & Training Services,USA
LRNZ,TrueMark AI & Deep Learning ETF,Financial,Exchange Traded Fund,USA
LSAF,LeaderSharesTM AlphaFactor US Core Equity ETF,Financial,Exchange Traded Fund,USA
LSBK,"Lake Shore Bancorp, Inc.",Financial,Banks - Regional,USA
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,USA
LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,USA
LSLT,Salt Low truBeta US Market ETF,Financial,Exchange Traded Fund,USA
LSST,Natixis Loomis Sayles Short Duration Income ETF,Financial,Exchange Traded Fund,USA
LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,USA
LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA
LSXMB,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA
LSXMK,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA
LTBR,Lightbridge Corporation,Industrials,Electrical Equipment & Parts,USA
LTC,"LTC Properties, Inc.",Real Estate,REIT - Healthcare Facilities,USA
LTHM,Livent Corporation,Basic Materials,Specialty Chemicals,USA
LTL,ProShares Ultra Telecommunications,Financial,Exchange Traded Fund,USA
LTM,LATAM Airlines Group S.A.,Industrials,Airlines,Chile
LTPZ,PIMCO 15+ Year U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Communication Services,Internet Content & Information,USA
